"
Street Name",Str Type,Region,Str Dir,Post Dir,Address Low Number,Address High Number,Odd Even,"
Zip","
Precinct","Town 
Precinct","
Cong","
Sen","
Hse"
ALGRETUS,DR,A,,,14603,14725,B,20120,903,,10,34,67
BARRYMORE,RD,A,,,5620,5809,B,20120,921,,10,34,40
BATAVIA,DR,A,,,14605,14713,B,20120,903,,10,34,67
BATTERY RIDGE,CT,A,,,14501,14535,B,20120,910,,11,37,37
BATTERY RIDGE,LN,A,,,14500,14647,B,20120,910,,11,37,37
BAUGHER,DR,A,,,14600,14704,B,20120,903,,10,34,67
REDBIRD,RDG,L,,,12848,12852,E,20124,803,,10,39,40
REDLAC,DR,L,,,7000,7213,B,20124,803,,10,39,40
ROSE GATE,CT,L,,,7700,7721,B,20124,803,,10,39,40
ROSE HALL,DR,L,,,12000,12091,B,20124,803,,10,39,40
SALABERRY,ST,L,,,5900,6021,B,20124,803,,10,39,40
Sandstone,WAY,L,,,6200,6235,B,20124,854,,10,39,40
SANGSTERS,CT,L,,,12100,12160,B,20124,803,,10,39,40
SCHOOL,ST,L,,,12638,12655,B,20124,803,5400,10,39,40
SEVEN HILLS,CT,L,,,8000,8020,B,20124,803,,10,39,40
SEVEN HILLS,LN,L,,,12001,12211,B,20124,803,,10,39,40
SHARI HUNT,GRV,L,,,12401,12425,B,20124,803,,10,39,40
South Springs,DR,L,,,13596,13962,B,20124,854,,10,39,40
SPRINGDALE ESTATES,RD,L,,,13101,13230,B,20124,803,,10,39,40
SPRUCE VALLEY,LN,L,,,8100,8109,B,20124,803,,10,39,40
STALLION,RD,L,,,6400,6516,B,20124,803,,10,39,40
STILLWELL ACRES,LN,L,,,11641,11651,B,20124,845,,10,39,42
SURBITON,DR,L,,,6717,6741,B,20124,803,,10,39,40
SYLVAN,WAY,L,,,8250,8475,B,20124,803,,10,39,40
TEPPER,DR,L,,,6751,6981,B,20124,803,,10,39,40
THOMAS ASHLEIGH,LN,L,,,8200,8214,B,20124,803,,10,39,40
TIFFANY,CT,L,,,7601,7723,B,20124,803,,10,39,40
TURTLE VALLEY,DR,L,,,7901,7914,B,20124,803,,10,39,40
TUTLEY,TER,L,,,7500,7517,B,20124,803,,10,39,40
TWIN LAKES,CT,L,,,6200,6221,B,20124,803,,10,39,40
TWIN LAKES,DR,L,,,13100,13401,B,20124,803,,10,39,40
UNION MILL,RD,L,,,6901,7210,B,20124,803,,10,39,40
UNION RIDGE,RD,L,,,7400,7420,B,20124,803,,10,39,40
WANDERING,LN,L,,,6806,6818,B,20124,803,,10,39,40
WATER,ST,L,,,12627,12651,B,20124,803,5400,10,39,40
WATES SPRING,PL,L,,,13201,13222,B,20124,803,,10,39,40
WESLEY TYLER,RD,L,,,7200,7215,B,20124,803,,10,39,40
WESLEY TYLER,RD,L,,,7217,7219,O,20124,803,5400,10,39,40
WEYMOUTH HILL,RD,L,,,7500,7524,B,20124,803,,10,39,40
WHITE FOX,LN,L,,,12650,12700,B,20124,803,,10,39,40
WHITE ROCK,RD,L,,,6540,6540,B,20124,803,,10,39,40
WHITE ROCK,RD,L,,,6750,6812,B,20124,803,,10,39,40
WILTONSHIRE,DR,L,,,12655,12685,B,20124,803,,10,39,40
WINDING CREEK,CT,L,,,12019,12048,B,20124,845,,10,39,42
WOLF RUN,LN,L,,,11700,11918,B,20124,803,,10,39,40
WOLF RUN SHOALS,RD,L,,,8001,8517,B,20124,845,,10,39,42
WOLF VALLEY,DR,L,,,12100,12139,B,20124,803,,10,39,40
WYCKLAND,CT,L,,,7725,7750,B,20124,803,,10,39,40
WYCKLAND,DR,L,,,12800,12995,B,20124,803,,10,39,40
WYCKLOW,DR,L,,,12600,12819,B,20124,803,,10,39,40
YATES FORD,RD,L,,,12206,13220,B,20124,803,,10,39,40
HAMPTON,RD,M,,,10160,10160,E,22039,845,,10,39,42
HAMPTON,RD,M,,,10211,10211,O,22039,845,,10,39,42
HAMPTON,RD,M,,,10300,10301,B,22039,845,,10,39,42
HAMPTON,RD,M,,,10400,11115,B,22039,845,,10,39,42
HAMPTON,RD,M,,,9600,10150,B,22039,845,,10,39,42
OAK BRIDGE,LN,M,,,7973,8027,B,22039,839,,10,39,42
OAK BRIDGE,PL,M,,,9700,9717,B,22039,839,,10,39,42
SYDNEY,RD,M,,,6200,6345,B,22039,815,,10,39,40
Alms House,CT,M,,,11301,11305,B,22039,805,,10,37,40
ANDREW FOREST,WAY,M,,,8252,8257,B,22039,839,,10,39,42
APPLE,CT,M,,,8300,8306,B,22039,845,,10,39,42
ARGENT,CIR,M,,,8300,8354,B,22039,839,,10,39,42
ARGENT,CT,M,,,9305,9316,B,22039,839,,10,39,42
ARMETALE,CT,M,,,9200,9209,B,22039,839,,10,39,42
ARMETALE,LN,M,,,8276,8328,B,22039,839,,10,39,42
Arrington,DR,M,,,6093,6203,B,22039,805,,10,37,40
AUTUMN OAK,CT,M,,,9100,9112,B,22039,845,,10,39,42
AVERETT,DR,M,,,10705,10717,B,22039,815,,10,39,40
Ballsford,Dr,M,,,6210,6230,B,22039,805,,10,37,40
BANYON RIDGE,RD,M,,,9004,9013,B,22039,839,,10,39,42
Barsky,CT,M,,,6302,6328,B,22039,815,,10,39,40
BAYBERRY RIDGE,RD,M,,,8211,8300,B,22039,839,,10,39,42
BAYBERRY RIDGE,RD,M,,,8400,8400,E,22039,839,,10,39,42
BEACHPLUM,DR,M,,,7399,7399,B,22039,815,,10,39,40
BEAVER POND,CT,M,,,10500,10505,B,22039,845,,10,39,42
BEAVER POND,LN,M,,,8600,8624,B,22039,845,,10,39,42
BEECHNUT,CT,M,,,10620,10746,B,22039,815,,10,39,40
BELLINGHAM,CT,M,,,8100,8122,B,22039,839,,10,39,42
BEXLEYWOOD,CT,M,,,9200,9220,B,22039,839,,10,39,42
BINGHAMTON,PL,M,,,8540,8560,E,22039,845,,10,39,42
BIRCH CLIFF,DR,M,,,8700,8721,B,22039,845,,10,39,42
BLACK WALNUT,CT,M,,,7731,7733,B,22039,803,,10,39,40
Blackburn Ford,DR,M,,,6300,6332,B,22039,805,,10,37,40
BOWLES,RD,M,,,8009,8040,B,22039,845,,10,39,42
BRACKSFORD,CT,M,,,7900,7923,B,22039,839,,10,39,42
BRAIDED MANE,CT,M,,,9700,9722,B,22039,839,,10,39,42
BRANDT,CT,M,,,8000,8011,B,22039,839,,10,39,42
BRANTLEIGH,PL,M,,,12130,12147,B,22039,803,,10,39,40
BRAYMORE,CIR,M,,,9300,9421,B,22039,839,,10,39,42
BRESSINGHAM,DR,M,,,7850,7939,B,22039,839,,10,39,42
BRIARLYNN,CT,M,,,11000,11045,B,22039,845,,10,39,42
BRIGHT SILK,DR,M,,,9750,9755,B,22039,839,,10,39,42
BRIMSTONE,LN,M,,,6800,6919,B,22039,815,,10,39,40
Browns Pond,LN,M,,,6700,6710,B,22039,805,,10,37,40
Burke Lake,RD,M,,,10207,10525,O,22039,850,,10,39,42
BURKE LAKE,RD,M,,,10318,10600,E,22039,815,,10,39,40
BURKE MEADOW,DR,M,,,7312,7368,B,22039,815,,10,39,40
BURNT OAK,DR,M,,,9584,9616,B,22039,839,,10,39,42
CANDISH,CT,M,,,9610,9615,B,22039,845,,10,39,42
CANTERBERRY,RD,M,,,10582,10671,B,22039,815,,10,39,40
Captain Jones,CT,M,,,5700,5706,B,22039,805,,10,37,40
Captain Marr,CT,M,,,6000,6011,B,22039,805,,10,37,40
Captain Rhett,LN,M,,,11640,11680,B,22039,805,,10,37,40
CARDINAL ROSE,CT,M,,,8400,8419,B,22039,845,,10,39,42
CATHEDRAL FOREST,DR,M,,,8300,8707,B,22039,845,,10,39,42
CENTREPOINTE,WAY,M,,,10991,10997,B,22039,105,,11,37,41
Century Oak,CT,M,,,8500,8529,B,22039,629,,11,39,42
Century Oak,WAY,M,,,9000,9003,B,22039,629,,11,39,42
Chapel,RD,M,,,11100,11306,E,22039,805,,10,37,40
Chapel,RD,M,,,11101,11307,O,22039,815,,10,39,40
Chapel,RD,M,,,11309,11319,O,22039,815,,10,39,40
Chapel,RD,M,,,11310,11320,E,22039,805,,10,37,40
CHAPEL BRIDGE ESTATES,DR,M,,,9889,9898,B,22039,839,,10,39,42
CHAPEL OAK,DR,M,,,9700,9710,B,22039,839,,10,39,42
CHARDON,CT,M,,,7900,7913,B,22039,839,,10,39,42
CHASE GLEN,CIR,M,,,8500,8681,B,22039,845,,10,39,42
CHASE POINTE,WAY,M,,,8600,8606,B,22039,845,,10,39,42
CHERRY RIDGE,RD,M,,,8200,8208,B,22039,839,,10,39,42
CHESTNUT RIDGE,RD,M,,,9000,9032,B,22039,839,,10,39,42
CHIMNEY,LN,M,,,10820,10911,B,22039,845,,10,39,42
Chinn House,DR,M,,,11276,11301,B,22039,805,,10,37,40
CHIPPENHAM,CT,M,,,8000,8021,B,22039,839,,10,39,42
CHOIR,LN,M,,,11604,11605,B,22039,815,,10,39,40
Clara,WAY,M,,,11700,11845,B,22039,804,,10,37,40
CLARA BARTON,DR,M,,,10900,10998,B,22039,105,,11,37,41
Clara Barton,DR,M,,,11004,11570,B,22039,805,,10,37,40
CLIFTON,RD,M,,,7543,7547,O,22039,815,,10,39,40
CLIFTON,RD,M,,,7600,7770,E,22039,815,,10,39,40
CLIFTON,RD,M,,,7601,7781,O,22039,815,,10,39,40
Clipper,DR,M,,,10500,10510,B,22039,815,,10,39,40
COFFEE CUP,CT,M,,,8144,8148,B,22039,845,,10,39,42
COGSWELL,PL,M,,,10700,10803,B,22039,815,,10,39,40
Colchester,RD,M,,,6315,6429,O,22039,804,,10,37,40
COLCHESTER,RD,M,,,6324,6580,E,22039,803,,10,39,40
Colchester,RD,M,,,6501,6525,O,22039,805,,10,37,40
COMERFORD,DR,M,,,8000,8009,B,22039,839,,10,39,42
COMMUNITY,LN,M,,,10101,10145,B,22039,845,,10,39,42
Copper Leaf,WAY,M,,,8800,8820,B,22039,629,,11,39,42
COPPERGLOW,TRL,M,,,8200,8218,B,22039,845,,10,39,42
COPPERLEAF,CT,M,,,8400,8412,B,22039,839,,10,39,42
COPPERLEAF,LN,M,,,9000,9031,B,22039,839,,10,39,42
CORRAL,DR,M,,,12007,12017,B,22039,803,,10,39,40
COTTAGE ROSE,CT,M,,,8168,8199,B,22039,845,,10,39,42
CRAFTOWN,RD,M,,,7300,7401,B,22039,803,,10,39,40
CRESTRIDGE,RD,M,,,8017,8311,B,22039,845,,10,39,42
Crooked Creek,CT,M,,,10101,10110,B,22039,850,,10,39,42
Cross,VW,M,,,8600,8608,B,22039,629,,11,39,42
CROSS CHASE,CIR,M,,,8703,8714,B,22039,845,,10,39,42
CROSS CHASE,CIR,M,,,8719,8850,B,22039,629,,11,39,42
CROSS CHASE,CT,M,,,8600,8639,B,22039,845,,10,39,42
CROSS OAKS,CT,M,,,9200,9212,B,22039,845,,10,39,42
CROSS OAKS,LN,M,,,8600,8628,B,22039,845,,10,39,42
CROSSLAKE,DR,M,,,8386,8409,B,22039,845,,10,39,42
CROSSPOINTE,DR,M,,,8300,8310,B,22039,839,,10,39,42
CROSSPOINTE,DR,M,,,9350,9617,B,22039,845,,10,39,42
CROSSTIMBER,CT,M,,,9400,9405,B,22039,839,,10,39,42
CUB,CT,M,,,11901,11906,B,22039,803,,10,39,40
Daingerfield,WAY,M,,,5735,5753,B,22039,841,,10,34,40
DAYSAILER,DR,M,,,10501,10613,B,22039,815,,10,39,40
DERBYSHIRE,LN,M,,,7901,7905,B,22039,845,,10,39,42
Deuaughn,CT,M,,,11152,11166,B,22039,805,,10,37,40
DEVEREUX MANOR,CT,M,,,7800,7812,B,22039,815,,10,39,40
DEVEREUX MANOR,LN,M,,,11199,11232,B,22039,815,,10,39,40
DEVEREUX STATION,LN,M,,,11100,11119,B,22039,815,,10,39,40
DEVERON,CT,M,,,9200,9213,B,22039,839,,10,39,42
Dogue Run,DR,M,,,5601,5626,B,22039,841,,10,34,40
DOMINION VALLEY,DR,M,,,10300,10516,B,22039,845,,10,39,42
DONOVAN,RD,M,,,6512,6512,B,22039,815,,10,39,40
DONOVANS HILL,DR,M,,,10600,10629,B,22039,815,,10,39,40
EAGLE,TRCE,M,,,9400,9418,B,22039,845,,10,39,42
EAGLE GLEN,TER,M,,,8500,8633,B,22039,845,,10,39,42
EDDY BEND,TRL,M,,,8000,8029,B,22039,845,,10,39,42
ELLIES,CT,M,,,10700,10708,B,22039,815,,10,39,40
ELLIES,WAY,M,,,6588,6605,B,22039,815,,10,39,40
ELM RIDGE,RD,M,,,9000,9013,B,22039,839,,10,39,42
EMMA ANN,WAY,M,,,9050,9081,B,22039,839,,10,39,42
Emmett Guards,CT,M,,,6100,6124,B,22039,805,,10,37,40
Encampment,CT,M,,,5700,5708,B,22039,805,,10,37,40
ENGLEFIELD,CT,M,,,9400,9417,B,22039,839,,10,39,42
EVENSTAR,LN,M,,,9900,9920,B,22039,845,,10,39,42
Fairfax Station,RD,M,,,11101,11390,B,22039,841,,10,34,40
Fairfax Station,RD,M,,,11401,12041,B,22039,804,,10,37,40
FAIRFAX STATION,RD,M,,,12150,12200,B,22039,803,,10,39,40
FAIRFAX STATION,RD,M,,,12202,12298,E,22039,803,,10,39,40
Fairview Woods,DR,M,,,5801,5967,B,22039,805,,10,37,40
FIREFLY,CIR,M,,,10300,10305,B,22039,845,,10,39,42
FLAMING OAK,WAY,M,,,9600,9618,B,22039,839,,10,39,42
Flora Lee,DR,M,,,11095,11134,B,22039,841,,10,34,40
FOREST SHADOW,WAY,M,,,9100,9107,B,22039,845,,10,39,42
Four Penny,LN,M,,,11505,11515,B,22039,804,,10,37,40
FOURNIER,DR,M,,,10600,10804,B,22039,815,,10,39,40
Fourstairs,CT,M,,,5507,5509,B,22039,841,,10,34,40
FOXHALL,TER,M,,,8700,8744,B,22039,845,,10,39,42
FREDS OAK,RD,M,,,5935,5935,O,22039,105,,11,37,41
FREDS OAK,RD,M,,,6180,6200,B,22039,815,,10,39,40
FROST CRYSTAL,CT,M,,,7900,7912,B,22039,845,,10,39,42
GAUGE,DR,M,,,9481,9620,B,22039,845,,10,39,42
GINGERBREAD,LN,M,,,7702,7822,B,22039,845,,10,39,42
GLENBARR,CT,M,,,7900,7923,B,22039,839,,10,39,42
GLENHURST,DR,M,,,8100,8118,B,22039,839,,10,39,42
Gobind,LN,M,,,5600,5603,B,22039,841,,10,34,40
GOLDFLOWER,CT,M,,,11219,11228,B,22039,815,,10,39,40
GREENEBROOK,CT,M,,,7900,7914,B,22039,839,,10,39,42
GREENSIDE,DR,M,,,8300,8306,B,22039,845,,10,39,42
GREENTREE MANOR,LN,M,,,8200,8317,B,22039,845,,10,39,42
Grenadier,CT,M,,,11800,11809,B,22039,804,,10,37,40
HADDINGTON,CT,M,,,8100,8136,B,22039,839,,10,39,42
HALE,LN,M,,,11201,11205,B,22039,815,,10,39,40
HALLEY COMMONS,CT,M,,,6200,6209,B,22039,815,,10,39,40
HALLSTON,CT,M,,,9300,9329,B,22039,839,,10,39,42
HAMPTON,WAY,M,,,8401,8625,B,22039,845,,10,39,42
HAMPTON HUNT,DR,M,,,9200,9295,B,22039,845,,10,39,42
HAMPTON WOODS,DR,M,,,10105,10129,B,22039,845,,10,39,42
Hannora,LN,M,,,5800,5830,B,22039,805,,10,37,40
HARRIVAN,LN,M,,,8910,8960,B,22039,845,,10,39,42
Havenner,CT,M,,,11601,11609,B,22039,805,,10,37,40
Havenner,RD,M,,,11400,11689,B,22039,805,,10,37,40
HEATHSTONE,CT,M,,,6900,6920,B,22039,815,,10,39,40
HEDGEWOOD,CT,M,,,8000,8008,B,22039,839,,10,39,42
HEMLOCK RIDGE,RD,M,,,8220,8227,B,22039,839,,10,39,42
HENDERSON,RD,M,,,10300,11128,E,22039,815,,10,39,40
HENDERSON,RD,M,,,10305,11125,O,22039,845,,10,39,42
HENDERSON,RD,M,,,11199,11355,O,22039,845,,10,39,42
HENDERSON,RD,M,,,11200,11354,E,22039,815,,10,39,40
HENDRIX,DR,M,,,10316,10316,B,22039,130,,11,37,41
Henry House,CT,M,,,6100,6120,B,22039,805,,10,37,40
HERON POND,LN,M,,,8501,8515,B,22039,845,,10,39,42
Hidden Trail,CT,M,,,9900,9907,B,22039,850,,10,39,42
HIGHRIDGE,ST,M,,,10990,11021,B,22039,815,,10,39,40
HILL,ST,M,,,11123,11123,O,22039,841,,10,34,40
Hill,ST,M,,,5807,5814,B,22039,841,,10,34,40
HILL HOUSE,CT,M,,,7800,7808,B,22039,815,,10,39,40
HOLLINGTON,PL,M,,,7900,8010,B,22039,839,,10,39,42
HOLLY HAVEN,LN,M,,,8300,8312,B,22039,845,,10,39,42
HOLLY OAK,CT,M,,,9689,9699,B,22039,839,,10,39,42
HOLLYGRAPE,LN,M,,,7302,7302,E,22039,815,,10,39,40
HOMAR POND,CT,M,,,6286,6299,B,22039,130,,11,37,41
HOMAR POND,DR,M,,,10100,10132,B,22039,130,,11,37,41
Housatonic,CT,M,,,6100,6114,B,22039,805,,10,37,40
HUNTING HORSE,DR,M,,,11200,11320,B,22039,815,,10,39,40
HUNTING SHIRE,LN,M,,,10600,10616,B,22039,845,,10,39,42
Innisvale,DR,M,,,5900,6115,B,22039,804,,10,37,40
IVY GREEN,RD,M,,,8300,8315,B,22039,845,,10,39,42
JAYDEE,BLVD,M,,,9920,10211,B,22039,845,,10,39,42
JEFFREY,CT,M,,,8100,8116,B,22039,839,,10,39,42
JENNIFER MARIE,PL,M,,,10800,10875,B,22039,815,,10,39,40
JEREMIAH,CT,M,,,6800,6824,B,22039,815,,10,39,40
JOHN,WAY,M,,,9100,9128,B,22039,839,,10,39,42
John Jackson,CT,M,,,6420,6427,B,22039,805,,10,37,40
Jonathan Mitchell,RD,M,,,5710,5727,B,22039,805,,10,37,40
JUMET,CT,M,,,6400,6425,B,22039,815,,10,39,40
JUMPING HORSE,LN,M,,,7500,7506,B,22039,815,,10,39,40
KARMICH,CT,M,,,10403,10407,B,22039,815,,10,39,40
KARMICH,ST,M,,,6300,6335,B,22039,815,,10,39,40
KELLY ANN,CT,M,,,7700,7951,B,22039,845,,10,39,42
KILCORMAC,WAY,M,,,10518,10619,B,22039,815,,10,39,40
KILKENNY,LN,M,,,6406,6680,B,22039,815,,10,39,40
KNOLLS POND,LN,M,,,6302,6316,B,22039,130,,11,37,41
KNOTTY PINE,LN,M,,,8300,8310,B,22039,845,,10,39,42
LAKE CREST,TER,M,,,8400,8416,B,22039,845,,10,39,42
LAKE MIST,CT,M,,,9600,9609,B,22039,845,,10,39,42
LAKE MIST,WAY,M,,,8348,8458,B,22039,845,,10,39,42
Lakehaven,LN,M,,,6500,6507,B,22039,850,,10,39,42
Lakeloft,CT,M,,,7701,7709,B,22039,850,,10,39,42
Laketree,CT,M,,,7100,7116,B,22039,850,,10,39,42
Laketree,DR,M,,,7100,7319,B,22039,850,,10,39,42
LAKEVIEW,LN,M,,,8600,8601,B,22039,845,,10,39,42
LAKEWOOD,LN,M,,,11499,11944,B,22039,803,,10,39,40
LARKDALE,TER,M,,,9400,9411,B,22039,839,,10,39,42
LARKHAVEN,TER,M,,,8600,8607,B,22039,845,,10,39,42
LARKVIEW,CT,M,,,9590,9618,B,22039,845,,10,39,42
LARKVIEW,LN,M,,,8600,8635,B,22039,845,,10,39,42
LAUREL OAK,PL,M,,,9600,9626,B,22039,839,,10,39,42
LEE ALAN,DR,M,,,8431,8455,B,22039,845,,10,39,42
Lee Chapel,RD,M,,,7510,7516,E,22039,850,,10,39,42
LEE CHAPEL,RD,M,,,7709,7815,O,22039,845,,10,39,42
LEEDS MANOR,CT,M,,,7700,7708,B,22039,815,,10,39,40
LILTING,LN,M,,,11300,11568,B,22039,815,,10,39,40
LITTLE OX,RD,M,,,6250,6330,E,22039,815,,10,39,40
LITTLE OX,RD,M,,,6415,6415,O,22039,815,,10,39,40
LITTLE OX,RD,M,,,6431,6439,O,22039,815,,10,39,40
LITTLE OX,RD,M,,,6516,6557,B,22039,815,,10,39,40
LITTLE OX,RD,M,,,6600,6604,E,22039,815,,10,39,40
LITTLE RIDGE,LN,M,,,8100,8112,B,22039,839,,10,39,42
LOISVALE,PL,M,,,10350,10350,E,22039,845,,10,39,42
LOISVALE,PL,M,,,10400,10400,E,22039,845,,10,39,42
LONG MANOR,DR,M,,,11319,11323,B,22039,815,,10,39,40
LONG SHADOWS,DR,M,,,8100,8112,B,22039,845,,10,39,42
Lost Ravine,CT,M,,,9802,9810,B,22039,850,,10,39,42
MAGNOLIA RIDGE,RD,M,,,8900,8923,B,22039,839,,10,39,42
Makely,DR,M,,,6000,6049,B,22039,805,,10,37,40
MALLARD,VW,M,,,8600,8617,B,22039,845,,10,39,42
MAMIE,LN,M,,,11531,11539,B,22039,845,,10,39,42
MANOR HOUSE,DR,M,,,7600,7918,B,22039,845,,10,39,42
MARTHA ANN,CT,M,,,11000,11051,B,22039,845,,10,39,42
Mary Fairfax,CT,M,,,5602,5607,B,22039,841,,10,34,40
MEADOW CROSSING,WAY,M,,,9289,9420,B,22039,845,,10,39,42
MEADOW EDGE,TER,M,,,8609,8630,B,22039,845,,10,39,42
Militia,CT,M,,,6210,6214,B,22039,805,,10,37,40
MONARCH OAK,LN,M,,,9699,9701,B,22039,839,,10,39,42
Moonpatterns,TRL,M,,,6110,6131,B,22039,804,,10,37,40
MOUNTAIN DULCIMER,CT,M,,,10800,10806,B,22039,845,,10,39,42
MOUNTAIN VALLEY,RD,M,,,8705,9130,B,22039,845,,10,39,42
NATIVE DANCER,CT,M,,,7001,7006,B,22039,815,,10,39,40
New,Rd,M,,,10500,10502,B,22039,815,,10,39,40
NUTHATCH,DR,M,,,9600,9634,B,22039,845,,10,39,42
Oak Brook,LN,M,,,8600,8619,B,22039,629,,11,39,42
OAK CHASE,CIR,M,,,8500,8538,B,22039,845,,10,39,42
Oak Chase,CIR,M,,,8598,8657,B,22039,629,,11,39,42
OAK CHASE,CT,M,,,9100,9118,B,22039,845,,10,39,42
OAK CREST,LN,M,,,8050,8109,B,22039,839,,10,39,42
OAK HOLLOW,CT,M,,,8100,8109,B,22039,839,,10,39,42
OAK HOLLOW,LN,M,,,7900,8051,B,22039,839,,10,39,42
Oak Pointe,WAY,M,,,8500,8530,B,22039,629,,11,39,42
OAK STREAM,CT,M,,,9500,9525,B,22039,839,,10,39,42
OAKINGTON,DR,M,,,9400,9626,B,22039,839,,10,39,42
OAKSHIRE,LN,M,,,7901,7907,B,22039,845,,10,39,42
OAKTOP,CT,M,,,9741,9751,B,22039,839,,10,39,42
OKEEFE KNOLL,CT,M,,,6600,6608,B,22039,815,,10,39,40
Old Arrington,LN,M,,,6191,6203,B,22039,805,,10,37,40
OLD BARRINGTON,BLVD,M,,,8150,8159,B,22039,845,,10,39,42
OLD OX,RD,M,,,7608,7614,E,22039,845,,10,39,42
OLD STONE FENCE,RD,M,,,6501,6817,B,22039,815,,10,39,40
OLM,DR,M,,,10820,10926,B,22039,815,,10,39,40
One Penny,DR,M,,,5908,5946,B,22039,804,,10,37,40
OVERLAKE,CT,M,,,8100,8109,B,22039,839,,10,39,42
Ox,RD,M,,,5416,5624,E,22039,841,,10,34,40
OX,RD,M,,,5505,5607,O,22039,120,,11,34,37
OX,RD,M,,,5640,6000,E,22039,815,,10,39,40
OX,RD,M,,,6123,6123,O,22039,105,,11,37,41
OX,RD,M,,,6426,6432,E,22039,815,,10,39,40
OX,RD,M,,,6550,6550,E,22039,815,,10,39,40
OX,RD,M,,,6580,6588,E,22039,815,,10,39,40
OX,RD,M,,,6821,6821,O,22039,815,,10,39,40
Ox,RD,M,,,6915,7017,O,22039,850,,10,39,42
OX,RD,M,,,7200,7250,E,22039,815,,10,39,40
OX,RD,M,,,7315,7315,O,22039,815,,10,39,40
OX,RD,M,,,7454,7454,E,22039,815,,10,39,40
OX,RD,M,,,7455,7821,O,22039,815,,10,39,40
OX,RD,M,,,7500,7822,E,22039,845,,10,39,42
OX,RD,M,,,7909,8011,O,22039,839,,10,39,42
OX,RD,M,,,8100,8120,E,22039,845,,10,39,42
OX,RD,M,,,8101,8111,O,22039,839,,10,39,42
OX,RD,M,,,8213,8743,B,22039,845,,10,39,42
OX CROFT,CT,M,,,10701,10720,B,22039,815,,10,39,40
OXCREST,DR,M,,,9865,9890,B,22039,845,,10,39,42
OXFORD,CT,M,,,10900,10923,B,22039,815,,10,39,40
Park Point,CT,M,,,7100,7110,B,22039,850,,10,39,42
Patrick Oroarke,CT,M,,,5700,5707,B,22039,805,,10,37,40
PEACH,CT,M,,,8300,8307,B,22039,845,,10,39,42
PEMBERLY,LN,M,,,9602,9608,B,22039,845,,10,39,42
PERIWINKLE,PL,M,,,8300,8315,B,22039,845,,10,39,42
PINYON PINE,CT,M,,,8301,8305,B,22039,845,,10,39,42
POBURN,RD,M,,,6201,6215,B,22039,130,,11,37,41
POHICK,CT,M,,,10501,10512,B,22039,815,,10,39,40
POHICK,RD,M,,,10208,10316,E,22039,130,,11,37,41
POHICK,RD,M,,,10501,10631,O,22039,815,,10,39,40
POHICK,RD,M,,,10600,10902,E,22039,105,,11,37,41
POHICK CREST,DR,M,,,10214,10220,B,22039,130,,11,37,41
POHICK STATION,DR,M,,,6151,6319,B,22039,815,,10,39,40
POLO PONY,LN,M,,,7505,7506,B,22039,815,,10,39,40
Poplar,RD,M,,,11011,11201,B,22039,805,,10,37,40
PREAKNESS,LN,M,,,7801,7840,B,22039,839,,10,39,42
QUAIL POINTE,LN,M,,,9500,9509,B,22039,845,,10,39,42
QUAIL RUN,CT,M,,,9801,9830,B,22039,845,,10,39,42
QUAILWOOD MANOR,DR,M,,,11400,11553,B,22039,803,,10,39,40
RACING HORSE,LN,M,,,7401,7405,B,22039,815,,10,39,40
Rambling Ridge,CT,M,,,9700,9719,B,22039,850,,10,39,42
Rambling Ridge,DR,M,,,7500,7529,B,22039,850,,10,39,42
RAVINA,CT,M,,,9400,9417,B,22039,839,,10,39,42
REGENCY STATION,DR,M,,,10300,10330,B,22039,815,,10,39,40
RICE FIELD,PL,M,,,10900,11000,B,22039,815,,10,39,40
RICHLAWN,TER,M,,,8300,8312,B,22039,845,,10,39,42
RIPPLE RUN,CT,M,,,9700,9710,B,22039,845,,10,39,42
ROBERT CARTER,CT,M,,,6100,6113,B,22039,805,,10,37,40
Robert Carter,RD,M,,,11068,11322,B,22039,805,,10,37,40
ROBERT STEPHENS,DR,M,,,11440,11500,B,22039,845,,10,39,42
Rocky Ravine,DR,M,,,7400,7419,B,22039,850,,10,39,42
Rokeby,LN,M,,,11150,11152,B,22039,841,,10,34,40
Rolling Ridge,DR,M,,,9700,9746,B,22039,850,,10,39,42
RONDELAY,LN,M,,,8116,8147,B,22039,845,,10,39,42
ROSELAND,DR,M,,,8200,8228,B,22039,845,,10,39,42
ROSELAND,DR,M,,,8230,8261,B,22039,845,,10,39,42
Rough Run,CT,M,,,10000,10014,B,22039,850,,10,39,42
RUNNING FOX,CT,M,,,8600,8716,B,22039,845,,10,39,42
RUSTIC OAK,CT,M,,,8700,8714,B,22039,845,,10,39,42
Rustle Ridge,CT,M,,,7600,7615,B,22039,850,,10,39,42
RUSTY,RD,M,,,12023,12025,B,22039,803,,10,39,40
RUTLEDGE,DR,M,,,6600,6695,B,22039,815,,10,39,40
RYANLYNN,DR,M,,,6506,6535,B,22039,815,,10,39,40
Sally Ford,CT,M,,,6200,6206,B,22039,805,,10,37,40
Sandy Folly,CT,M,,,5500,5515,B,22039,841,,10,34,40
SANDY MANOR,DR,M,,,10911,11155,B,22039,815,,10,39,40
SANDY RUN,TRL,M,,,10600,10721,B,22039,845,,10,39,42
SCARLET OAK,CT,M,,,7300,7318,B,22039,815,,10,39,40
SCENIC CREEK,PL,M,,,7100,7175,B,22039,815,,10,39,40
