"
Street Name",Str Type,Region,Str Dir,Post Dir,Address Low Number,Address High Number,Odd Even,"
Zip","
Precinct","Town 
Precinct","
Cong","
Sen","
Hse"
ALGRETUS,DR,A,,,14603,14725,B,20120,903,,10,34,67
BARRYMORE,RD,A,,,5620,5809,B,20120,921,,10,34,40
BATAVIA,DR,A,,,14605,14713,B,20120,903,,10,34,67
BATTERY RIDGE,CT,A,,,14501,14535,B,20120,910,,11,37,37
BATTERY RIDGE,LN,A,,,14500,14647,B,20120,910,,11,37,37
BAUGHER,DR,A,,,14600,14704,B,20120,903,,10,34,67
WETHERBURN,CT,E,,,15360,15377,B,20120,923,,10,37,40
WETHERBURN,DR,E,,,15087,15175,B,20120,915,,10,37,40
WETHERBURN,DR,E,,,15180,15214,B,20120,923,,10,37,40
WHITECHAPEL,CT,E,,,15400,15418,B,20120,915,,10,37,40
WOODMERE,PL,E,,,6450,6463,B,20120,915,,10,37,40
WORTH,CT,E,,,15360,15367,B,20120,915,,10,37,40
BRONZE POST,CT,E,,,15150,15160,B,20121,923,,10,37,40
BRONZE POST,RD,E,,,6750,6762,B,20121,923,,10,37,40
BROWN POST,LN,E,,,15050,15070,B,20121,923,,10,37,40
CEDAR SPRING,RD,E,,,6611,6740,B,20121,923,,10,37,40
GOLD POST,CT,E,,,14980,14986,B,20121,923,,10,37,40
GREEN POST,CT,E,,,14800,14818,B,20121,923,,10,37,40
HICKORY POST,CT,E,,,14800,14820,B,20121,923,,10,37,40
JADE POST,LN,E,,,6700,6752,B,20121,923,,10,37,40
ROUND POST,CT,E,,,6700,6707,B,20121,923,,10,37,40
SACRED,LN,E,,,15001,15007,B,20121,923,,10,37,40
WHITE POST,CT,E,,,15051,15055,B,20121,923,,10,37,40
WHITE POST,RD,E,,,6500,6730,B,20121,923,,10,37,40
RED ADMIRAL,WAY,E,,,4552,4699,B,22033,843,,11,37,67
BROMFIELD,TRCE,E,,,6410,6423,B,20120,915,,10,37,40
BULL RUN POST OFFICE,RD,E,,,5701,5701,O,20120,915,,10,37,40
BULL RUN POST OFFICE,RD,E,,,5901,6003,O,20120,915,,10,37,40
BULL RUN POST OFFICE,RD,E,,,5902,6002,E,20120,923,,10,37,40
BULL RUN POST OFFICE,RD,E,,,6004,6804,B,20120,923,,10,37,40
CEDAR POST,CT,E,,,16700,16716,B,20120,923,,10,37,40
FAIRFAX NATIONAL,WAY,E,,,6286,6339,B,20120,923,,10,37,40
Farnam,CL,E,,,6200,6209,B,20120,915,,10,37,40
FAWN HOLLOW,PL,E,,,6500,6509,B,20120,923,,10,37,40
GLORY CREEK,TRL,E,,,16456,16459,B,20120,923,,10,37,40
HALLISSEY,CT,E,,,6553,6563,B,20120,923,,10,37,40
JILLIANS FOREST,WAY,E,,,15600,15627,B,20120,915,,10,37,40
LEE,HWY,E,,,15016,15108,E,20120,923,,10,37,40
MISTY MEADOW,WAY,E,,,15300,15305,B,20120,915,,10,37,40
PEACEFUL MEADOW,LN,E,,,6600,6613,B,20120,923,,10,37,40
PLEASANT FOREST,DR,E,,,5130,5160,B,20120,915,,10,37,40
PLEASANT VALLEY,RD,E,,,5311,6300,B,20120,915,,10,37,40
QUIET CEDAR,LN,E,,,6521,6529,B,20120,923,,10,37,40
RUNNING POST,CT,E,,,16450,16463,B,20120,923,,10,37,40
SUDLEY,RD,E,,,16480,16830,B,20120,923,,10,37,40
SUDLEY FOREST,CT,E,,,6200,6212,E,20120,923,,10,37,40
WHISPERING GLEN,CT,E,,,15301,15306,B,20120,915,,10,37,40
BLUE POST,RD,E,,,6820,6822,B,20121,923,,10,37,40
BRIM,LN,E,,,15500,15520,B,20121,923,,10,37,40
BULL RUN,DR,E,,,7400,7408,B,20121,923,,10,37,40
BULL RUN,DR,E,,,7500,7700,B,20121,923,,10,37,40
BULL RUN POST OFFICE,RD,E,,,6900,7301,B,20121,923,,10,37,40
GRAY POST,CT,E,,,6750,6759,B,20121,923,,10,37,40
LEE,HWY,E,,,15101,16029,O,20121,923,,10,37,40
NAYLOR,RD,E,,,6913,6917,B,20121,923,,10,37,40
RED POST,CT,E,,,14950,14954,B,20121,923,,10,37,40
LEE,HWY,E,,,15302,16020,E,20120,923,,10,37,40
PLEASANT VALLEY,RD,E,,,6301,6400,B,20120,923,,10,37,40
Bent Maple,LN,F,,,5501,5534,B,20120,926,,11,37,37
BRIDLINGTON,CT,F,,,13800,13840,B,20120,926,,11,37,37
FIERY DAWN,CT,F,,,5180,5194,E,20120,926,,11,37,37
FIERY DAWN,DR,F,,,13440,13458,E,20120,926,,11,37,37
LAVENDER MIST,CT,F,,,5379,5387,B,20120,926,,11,37,37
LAVENDER MIST,LN,F,,,13503,13699,B,20120,926,,11,37,37
Maple Creek,LN,F,,,13210,13283,B,20120,926,,11,37,37
ORMOND STONE,CIR,F,,,5477,5495,O,20120,926,,11,37,37
PICKWICK,RD,F,,,5551,5740,B,20120,926,,11,37,37
PICKWICK,RD,F,,,5742,5742,E,20120,918,,11,37,40
AJUGA,CT,F,,,5520,5531,B,20120,926,,11,37,37
ALCOVE,PATH,F,,,13242,13249,B,20120,926,,11,37,37
ANN GRIGSBY,CIR,F,,,13502,13542,B,20120,926,,11,37,37
ARROWHEAD PARK,DR,F,,,5200,5422,E,20120,926,,11,37,37
ASHCOMB,CT,F,,,5400,5407,B,20120,928,,10,34,67
ASHINGTON,CT,F,,,13800,13840,B,20120,926,,11,37,37
ASTILBE,CT,F,,,13700,13715,B,20120,926,,11,37,37
AUDREY,DR,F,,,5200,5207,B,20120,928,,10,34,67
BARNSLEY,PL,F,,,13901,13929,B,20120,926,,11,37,37
BAYWOOD,CT,F,,,13821,13828,B,20120,928,,10,34,67
BEBE,CT,F,,,5100,5119,B,20120,928,,10,34,67
BLUE ASTER,CIR,F,,,5321,5333,O,20120,926,,11,37,37
BLUE ASTER,CIR,F,,,5336,5350,E,20120,926,,11,37,37
BLUE ASTER,CIR,F,,,5351,5358,B,20120,926,,11,37,37
BLUE ASTER,CIR,F,,,5360,5378,E,20120,926,,11,37,37
BOBANN,DR,F,,,5401,5401,B,20120,926,,11,37,37
BRADDOCK,RD,F,,,13930,13940,B,20120,926,,11,37,37
BRANHAM,CT,F,,,13800,13818,B,20120,926,,11,37,37
BRITISH MANOR,CT,F,,,13600,13620,B,20120,928,,10,34,67
Brittney Elyse,CIR,F,,,5120,5152,E,20120,926,,11,37,37
BROAD BROOK,CT,F,,,5300,5313,B,20120,928,,10,34,67
BUNGLEWEED,LN,F,,,13482,13495,B,20120,926,,11,37,37
Cabells Mill,CT,F,,,5658,5698,B,20120,932,,10,34,37
Centreville Farms,RD,F,,,4984,5112,E,20120,926,,11,37,37
CHOPTANK,CT,F,,,13800,13816,B,20120,928,,10,34,67
CLAYBANK,LN,F,,,5100,5110,B,20120,928,,10,34,67
COCHRAN,PL,F,,,4701,4751,B,20120,928,,10,34,67
COLEMAN,CT,F,,,13828,13896,B,20120,926,,11,37,37
CONEFLOWER,CT,F,,,13471,13483,B,20120,926,,11,37,37
CONNOR,DR,F,,,13329,13405,B,20120,926,,11,37,37
COOL FOUNTAIN,LN,F,,,4996,5035,B,20120,926,,11,37,37
COREOPSIS,CT,F,,,5488,5506,B,20120,926,,11,37,37
CRIMSON SKY,CT,F,,,5321,5373,O,20120,926,,11,37,37
CRYSTALFORD,CT,F,,,13700,13713,B,20120,926,,11,37,37
CRYSTALFORD,LN,F,,,5400,5458,B,20120,926,,11,37,37
CUPIDS DART,DR,F,,,5310,5335,B,20120,926,,11,37,37
DARRINGTON,WAY,F,,,5300,5305,B,20120,928,,10,34,67
DAY VALLEY,CT,F,,,13400,13408,B,20120,928,,10,34,67
DEVEREAUX,CT,F,,,4700,4712,B,20120,928,,10,34,67
Dianthus,CT,F,,,13570,13579,B,20120,926,,11,37,37
DOYLE,LN,F,,,5000,5202,B,20120,928,,10,34,67
EAMES,AVE,F,,,13826,13920,B,20120,928,,10,34,67
Eastcliff,CIR,F,,,13700,13722,B,20120,928,,10,34,67
EDGECOMB,CT,F,,,13900,13906,B,20120,928,,10,34,67
ELLICOTT,CT,F,,,5200,5275,B,20120,928,,10,34,67
ELLICOTT,DR,F,,,5221,5298,B,20120,928,,10,34,67
ELLISTON,CT,F,,,13650,13657,B,20120,928,,10,34,67
EMERIC,CT,F,,,13320,13345,B,20120,928,,10,34,67
FAIRCLOTH,CT,F,,,5600,5690,B,20120,926,,11,37,37
FERNBROOK,CT,F,,,13600,13609,B,20120,928,,10,34,67
FERNBROOK,DR,F,,,5200,5231,B,20120,928,,10,34,67
FOX MEADOW,CT,F,,,13650,13658,B,20120,928,,10,34,67
FRANKFORD,CIR,F,,,13704,13720,B,20120,928,,10,34,67
GENERAL JOHNSTON,PL,F,,,5662,5688,B,20120,926,,11,37,37
GLASSFORD,PL,F,,,13700,13712,B,20120,926,,11,37,37
GRANDE FOREST,CT,F,,,5100,5118,B,20120,928,,10,34,67
GRANITE STEP,TRL,F,,,5302,5312,B,20120,926,,11,37,37
GRAY VALLEY,CT,F,,,13451,13473,B,20120,928,,10,34,67
GREENHOUSE,TER,F,,,5001,5046,B,20120,926,,11,37,37
GRESHAM,LN,F,,,5600,5646,B,20120,926,,11,37,37
HEATHROW,LN,F,,,13500,13537,B,20120,928,,10,34,67
HELMSLY,CT,F,,,13700,13706,B,20120,926,,11,37,37
HERON,DR,F,,,5401,5450,B,20120,928,,10,34,67
HIGH GROVE HILLS,LN,F,,,5203,5216,B,20120,928,,10,34,67
HIGHBOURNE,LN,F,,,5075,5112,B,20120,928,,10,34,67
HIRST VALLEY,WAY,F,,,5100,5117,B,20120,928,,10,34,67
INDIAN ROCK,RD,F,,,5300,5319,B,20120,928,,10,34,67
JARRETT,CT,F,,,5200,5219,B,20120,928,,10,34,67
JEB STUART,SQ,F,,,13501,13507,B,20120,926,,11,37,37
JOEL BEACH,LN,F,,,13902,13910,E,20120,926,,11,37,37
JOHNSON,AVE,F,,,13603,13728,B,20120,926,,11,37,37
JOSEPH JOHNSTON,LN,F,,,5453,5490,B,20120,926,,11,37,37
JUGLAN,CT,F,,,5100,5107,B,20120,928,,10,34,67
JULE STAR,DR,F,,,5191,5308,B,20120,926,,11,37,37
KEARNS,CT,F,,,4650,4668,E,20120,928,,10,34,67
KERTSCHER,TER,F,,,5631,5642,B,20120,926,,11,37,37
KYLE,DR,F,,,5620,5629,B,20120,926,,11,37,37
LAMIUM,LN,F,,,13501,13543,B,20120,926,,11,37,37
LAVATERA,CT,F,,,5501,5521,B,20120,926,,11,37,37
LEE,HWY,F,,,13400,13400,E,20120,926,,11,37,37
LEE,HWY,F,,,13424,13500,E,20120,926,,11,37,37
LEE,HWY,F,,,13924,13924,E,20120,926,,11,37,37
LELAND,RD,F,,,13318,13807,B,20120,926,,11,37,37
LIERMAN,CIR,F,,,5600,5675,B,20120,926,,11,37,37
MALCOLM JAMESON,WAY,F,,,13928,13948,B,20120,926,,11,37,37
Maple Mountain,DR,F,,,13210,13224,B,20120,926,,11,37,37
Maple Valley,CT,F,,,5310,5318,B,20120,926,,11,37,37
MARSHALL CROWN,RD,F,,,4956,5037,B,20120,928,,10,34,67
MATTHEWS VISTA,DR,F,,,13400,13436,E,20120,926,,11,37,37
MELTON,PL,F,,,13900,13926,B,20120,926,,11,37,37
MIDDLEBOURNE,LN,F,,,5401,5496,B,20120,926,,11,37,37
MIDNIGHT BLUE,PL,F,,,13401,13418,B,20120,926,,11,37,37
MIST FLOWER,DR,F,,,13519,13548,B,20120,926,,11,37,37
MOUNT GILEAD,RD,F,,,5529,5718,B,20120,926,,11,37,37
NANTICOKE,CT,F,,,5200,5215,B,20120,928,,10,34,67
NEWGATE,BLVD,F,,,5608,5635,B,20120,926,,11,37,37
NEWHALL,CT,F,,,5500,5522,B,20120,926,,11,37,37
NORTHBOURNE,DR,F,,,13550,13720,B,20120,928,,10,34,67
OAKHAM,PL,F,,,5600,5638,B,20120,926,,11,37,37
Owens Wood,CT,F,,,5475,5486,B,20120,926,,11,37,37
PACHYSANDRA,LN,F,,,5401,5418,B,20120,926,,11,37,37
PALE MOON,WAY,F,,,5089,5097,O,20120,926,,11,37,37
PEARSON VALLEY,LN,F,,,13428,13443,B,20120,928,,10,34,67
PLUMBAGO,DR,F,,,13551,13581,B,20120,926,,11,37,37
Poplar Valley,CT,F,,,5301,5334,B,20120,926,,11,37,37
PORTAGE,PL,F,,,13500,13519,B,20120,928,,10,34,67
POWERS,LN,F,,,5640,5651,B,20120,926,,11,37,37
PRAIRIE MALLOW,LN,F,,,13501,13558,B,20120,926,,11,37,37
PRAIRIE WILLOW,LN,F,,,5201,5214,B,20120,926,,11,37,37
PRAIRIE WILLOW,WAY,F,,,5251,5265,O,20120,926,,11,37,37
PURPLE DUSK,CT,F,,,13431,13439,B,20120,926,,11,37,37
RAMPANT LION,CT,F,,,13800,13860,B,20120,926,,11,37,37
ROCK,TER,F,,,13800,13814,B,20120,926,,11,37,37
ROSEMALLOW,CIR,F,,,5300,5344,B,20120,926,,11,37,37
RUSHBROOK,DR,F,,,5200,5223,B,20120,928,,10,34,67
SAMMIE KAY,LN,F,,,5300,5361,B,20120,926,,11,37,37
SAPPHIRE SKY,LN,F,,,5073,5171,O,20120,926,,11,37,37
SCOTCH RUN,CT,F,,,13285,13317,B,20120,928,,10,34,67
SERVICEBERRY,ST,F,,,5441,5478,B,20120,926,,11,37,37
SHEALS,LN,F,,,5601,5643,B,20120,926,,11,37,37
SHELBURNE,CT,F,,,5500,5507,B,20120,926,,11,37,37
SHELBURNE,ST,F,,,13700,13716,B,20120,926,,11,37,37
Sherborne,Knls,F,,,5601,5697,O,20120,926,,11,37,37
SHREVE,ST,F,,,13400,13725,B,20120,926,,11,37,37
Stargazer,Ter,F,,,13500,13550,B,20120,926,,11,37,37
STRINGFELLOW,RD,F,,,4515,4615,O,20120,847,,10,34,67
STRINGFELLOW,RD,F,,,4701,4941,O,20120,843,,11,37,67
STRINGFELLOW,RD,F,,,4718,4946,E,20120,928,,10,34,67
STRINGFELLOW,RD,F,,,5000,5032,E,20120,926,,11,37,37
STROUD,CT,F,,,5501,5555,B,20120,926,,11,37,37
SUMMER GARDEN,WALK,F,,,13298,13328,B,20120,926,,11,37,37
SUMMIT,ST,F,,,5201,5532,B,20120,926,,11,37,37
SWEET WOODRUFF,LN,F,,,13630,13688,B,20120,926,,11,37,37
TERRYCLOTH,LN,F,,,13300,13330,B,20120,926,,11,37,37
TRAVIS EDWARD,WAY,F,,,5100,5123,B,20120,926,,11,37,37
Tulip Leaf,CT,F,,,5200,5226,B,20120,926,,11,37,37
TWILIGHT GLOW,DR,F,,,13460,13474,E,20120,926,,11,37,37
VERONICA,RD,F,,,5000,5142,B,20120,928,,10,34,67
VILLAGE FOUNTAIN,PL,F,,,5010,5112,B,20120,926,,11,37,37
VILLAGE SQUARE,DR,F,,,13201,13221,O,20120,926,,11,37,37
WEINSTEIN,CT,F,,,13611,13629,B,20120,928,,10,34,67
WHARTON,LN,F,,,5405,5631,B,20120,926,,11,37,37
WHARTON PARK,CT,F,,,5360,5369,B,20120,926,,11,37,37
WILLIAM COLIN,CT,F,,,5170,5172,E,20120,926,,11,37,37
WILLOUGHBY NEWTON,DR,F,,,5600,5636,B,20120,926,,11,37,37
WISTERIA ARBOR,LN,F,,,13340,13345,B,20120,926,,11,37,37
WOOD LILLY,LN,F,,,13431,13469,O,20120,926,,11,37,37
WORTHINGTON WOODS,WAY,F,,,5041,5061,B,20120,928,,10,34,67
YELLOW POPLAR,DR,F,,,13600,13616,B,20120,928,,10,34,67
BARREN SPRINGS,CT,F,,,13636,13680,B,20121,918,,11,37,40
LEE,HWY,F,,,13648,13648,E,20120,926,,11,37,37
LEE,HWY,F,,,13712,13720,E,20120,926,,11,37,37
LEE,HWY,F,,,13918,13918,E,20120,926,,11,37,37
ADOLPHUS,DR,G,,,14000,14026,B,20121,918,,11,37,40
BENT TREE,CIR,G,,,13615,13702,B,20121,918,,11,37,40
BENT TREE,LN,G,,,5701,5719,B,20121,918,,11,37,40
Braddock Springs,RD,G,,,13800,13855,B,20121,918,,11,37,40
CEDAR,WALK,G,,,5701,5727,B,20121,918,,11,37,40
CHESTNUT HOLLOW,CT,G,,,6000,6034,B,20121,918,,11,37,40
CLARENDON SPRINGS,CT,G,,,13618,13659,B,20121,918,,11,37,40
CLARENDON SPRINGS,PL,G,,,5848,5898,B,20121,918,,11,37,40
CLAY SPUR,CT,G,,,6050,6094,B,20121,918,,11,37,40
HOSKINS HOLLOW,CIR,G,,,6100,6128,B,20121,918,,11,37,40
MEADOW CREST,CT,G,,,6050,6085,B,20121,918,,11,37,40
RABBIT HILL,CT,G,,,6000,6015,B,20121,918,,11,37,40
ROCK FOREST,CT,G,,,5802,5857,B,20121,918,,11,37,40
SAINT HUBERT,LN,G,,,6000,6009,B,20121,918,,11,37,40
SPRUCE RUN,CT,G,,,5900,5946,B,20121,918,,11,37,40
SUNSET RIDGE,CT,G,,,6000,6039,B,20121,918,,11,37,40
WATERDALE,CT,G,,,5801,5863,B,20121,918,,11,37,40
WILD BROOK,CT,G,,,5901,5952,B,20121,918,,11,37,40
WINDING OAK,CIR,G,,,13700,13732,B,20121,918,,11,37,40
GOSLING,CT,G,,,5600,5622,B,20124,918,,11,37,40
ORCHARD,DR,G,,,13501,13695,B,20124,918,,11,37,40
ANTONIA FORD,CT,G,,,13913,14004,B,20121,918,,11,37,40
AUSABLE,CT,G,,,13867,13875,O,20121,918,,11,37,40
AUSABLE,WAY,G,,,5880,5895,B,20121,918,,11,37,40
BAYBERRY,LN,G,,,13658,13668,B,20121,918,,11,37,40
CENTREVILLE,RD,G,,,6004,7122,E,20121,925,,10,37,40
CENTREVILLE,RD,G,,,6009,6009,O,20121,918,,11,37,40
CENTREVILLE,RD,G,,,6201,6201,O,20121,918,,11,37,40
DEER HILL,CT,G,,,6050,6093,B,20121,918,,11,37,40
FOREST POND,CT,G,,,13612,13660,B,20121,918,,11,37,40
FRANKLIN FOX,DR,G,,,14001,14005,B,20121,918,,11,37,40
GEORGE BAYLOR,DR,G,,,6100,6125,B,20121,918,,11,37,40
GIANT OAK,CT,G,,,6051,6071,B,20121,918,,11,37,40
GILL BROOK,LN,G,,,13951,14046,B,20121,918,,11,37,40
GOTHIC,DR,G,,,13900,13945,B,20121,918,,11,37,40
GROGANS,CT,G,,,6100,6112,B,20121,918,,11,37,40
HOLLOW OAK,LN,G,,,5700,5714,B,20121,918,,11,37,40
LEE,HWY,G,,,13329,13353,O,20121,918,,11,37,40
LEE,HWY,G,,,13817,13817,O,20121,918,,11,37,40
MONTJOY,CT,G,,,6101,6109,B,20121,918,,11,37,40
MOORE,RD,G,,,13420,13430,B,20121,918,,11,37,40
NEW BRADDOCK,RD,G,,,13930,13998,E,20121,918,,11,37,40
OLD CENTREVILLE,RD,G,,,5800,6101,B,20121,918,,11,37,40
OLD CENTREVILLE,RD,G,,,6275,6275,O,20121,919,,11,37,40
ROCK LANDING,CT,G,,,13850,13866,B,20121,918,,11,37,40
ROCKDALE,CT,G,,,5801,5867,B,20121,918,,11,37,40
ROCKTON,CT,G,,,6000,6062,B,20121,918,,11,37,40
SAWTEETH,WAY,G,,,13929,14034,B,20121,918,,11,37,40
STULL,RD,G,,,14000,14000,B,20121,918,,11,37,40
TANNERS HOUSE,WAY,G,,,13962,14017,B,20121,918,,11,37,40
WAKLEY,CT,G,,,13808,13860,B,20121,918,,11,37,40
WALTER BOWIE,LN,G,,,14001,14005,B,20121,918,,11,37,40
WATER POND,CT,G,,,13901,13965,B,20121,918,,11,37,40
WATER SPRINGS,CT,G,,,13665,13690,B,20121,918,,11,37,40
WATERFLOW,CT,G,,,5960,5990,B,20121,918,,11,37,40
WATERFLOW,PL,G,,,13901,13950,B,20121,918,,11,37,40
WEST VIEW,DR,G,,,14000,14017,B,20121,918,,11,37,40
WESTWATER,CT,G,,,5819,5867,B,20121,918,,11,37,40
WOODS RUN,CT,G,,,13900,13927,B,20121,918,,11,37,40
BLUE WILLOW,PL,G,,,13100,13115,B,20124,851,,11,37,40
CANADA GOOSE,CT,G,,,13500,13556,B,20124,918,,11,37,40
CASWELL,CT,G,,,13300,13317,B,20124,918,,11,37,40
CAVALIER WOODS,DR,G,,,13400,13427,B,20124,918,,11,37,40
CAVALIER WOODS,LN,G,,,5581,5625,B,20124,918,,11,37,40
COBBLE,LN,G,,,13000,13064,B,20124,851,,11,37,40
COVEY,LN,G,,,13500,13524,B,20124,918,,11,37,40
DARTER,CT,G,,,13500,13554,B,20124,918,,11,37,40
FELDSPAR,CT,G,,,13000,13027,B,20124,851,,11,37,40
GOSLING,DR,G,,,5601,5686,B,20124,918,,11,37,40
GRAPHITE,CT,G,,,13001,13007,B,20124,851,,11,37,40
GRAY BILL,CT,G,,,13500,13550,B,20124,918,,11,37,40
GREEN MALLARD,CT,G,,,13300,13314,B,20124,918,,11,37,40
HARVEST,PL,G,,,13001,13057,B,20124,851,,11,37,40
JARIST,CT,G,,,13309,13317,B,20124,918,,11,37,40
JARIST,DR,G,,,5585,5622,B,20124,918,,11,37,40
JAYBIRD,CT,G,,,13300,13318,B,20124,918,,11,37,40
KILBY LANDING,CT,G,,,13201,13216,B,20124,851,,11,37,40
LIMESTONE,CT,G,,,13000,13048,B,20124,851,,11,37,40
LITTLE ROCKY RUN,CIR,G,,,13775,13775,B,20124,918,,11,37,40
LONESOME DOVE,CT,G,,,5650,5673,B,20124,918,,11,37,40
MALLARD WATCH,WAY,G,,,13500,13542,B,20124,918,,11,37,40
MOORE,RD,G,,,13100,13233,B,20124,851,,11,37,40
MOORE,RD,G,,,13321,13348,B,20124,918,,11,37,40
OLD CLIFTON,RD,G,,,5625,5753,O,20124,851,,11,37,40
OLD CLIFTON,RD,G,,,5700,5762,E,20124,918,,11,37,40
ORCHARD HILL,CT,G,,,5800,5886,B,20124,918,,11,37,40
ORCHARD HILL,LN,G,,,5800,5871,B,20124,918,,11,37,40
OSPREY,CT,G,,,5700,5750,B,20124,918,,11,37,40
PEBBLESTONE,CT,G,,,13000,13007,B,20124,851,,11,37,40
QUAIL,CT,G,,,5500,5530,B,20124,918,,11,37,40
QUARTZ,LN,G,,,13004,13066,B,20124,851,,11,37,40
REGAL CREST,CT,G,,,5700,5716,B,20124,918,,11,37,40
REGAL CREST,DR,G,,,13301,13346,B,20124,918,,11,37,40
ROCKPOINTE,CT,G,,,13100,13105,B,20124,851,,11,37,40
ROCKPOINTE,DR,G,,,5461,5597,B,20124,851,,11,37,40
RUDDY DUCK,RD,G,,,13536,13577,B,20124,918,,11,37,40
SANDY POINT,LN,G,,,5325,5427,B,20124,851,,11,37,40
STURNO,DR,G,,,13300,13318,B,20124,918,,11,37,40
TREY,LN,G,,,13400,13425,B,20124,918,,11,37,40
WHITE DOVE,LN,G,,,5650,5697,B,20124,918,,11,37,40
WILLOW,RD,G,,,5701,5701,B,20124,851,,11,37,40
WILLOW CROSSING,CT,G,,,5600,5615,B,20124,851,,11,37,40
WILLOW EDGE,CT,G,,,13100,13129,B,20124,851,,11,37,40
WILLOW FOREST,CT,G,,,5400,5411,B,20124,851,,11,37,40
WILLOW LAKES,CT,G,,,5600,5661,B,20124,851,,11,37,40
WILLOW VALLEY,RD,G,,,5387,5623,B,20124,851,,11,37,40
LOTUS,LN,H,,,14050,14219,B,20120,926,,11,37,37
POST CORNERS,TRL,H,,,5800,5869,B,20120,926,,11,37,37
TRINITY POST,WAY,H,,,5800,5802,B,20120,926,,11,37,37
VERONA,LN,H,,,14051,14087,B,20120,926,,11,37,37
Asher,VW,H,,,14069,14222,B,20121,925,,11,37,40
Avocado,Ct,H,,,14350,14384,B,20121,901,,11,37,40
Brenham,DR,H,,,14204,14227,B,20121,925,,11,37,40
Callaway,CT,H,,,6001,6041,B,20121,925,,11,37,40
COOL OAK,LN,H,,,14400,14500,B,20121,901,,11,37,40
FIELD FLOWER,TRL,H,,,6300,6364,B,20121,901,,11,37,40
Gabrielle,WAY,H,,,14100,14165,B,20121,925,,11,37,40
GOLDEN OAK,CT,H,,,14400,14435,B,20121,901,,11,37,40
GOLDEN OAK,RD,H,,,14437,14591,B,20121,901,,11,37,40
GRAPE HOLLY,GRV,H,,,14300,14305,B,20121,901,,11,37,40
HAYSICKLE,CT,H,,,14350,14376,B,20121,901,,11,37,40
Keepers,PARK,H,,,14047,14099,O,20121,925,,11,37,40
Kendra,WAY,H,,,6100,6175,B,20121,925,,11,37,40
Mcalester,WAY,H,,,6000,6037,B,20121,925,,11,37,40
MORNING DOVE,LN,H,,,14201,14208,B,20121,901,,11,37,40
RUSTLING LEAVES,LN,H,,,14450,14527,B,20121,901,,11,37,40
SAGUARO,PL,H,,,14350,14477,B,20121,901,,11,37,40
SAINT GERMAIN,DR,H,,,14201,14730,B,20121,901,,11,37,40
STRASBURG,DR,H,,,6100,6180,B,20121,901,,11,37,40
SUMMER POND,DR,H,,,6201,6253,B,20121,901,,11,37,40
SUMMER TREE,RD,H,,,14300,14383,B,20121,901,,11,37,40
TURIN,LN,H,,,14400,14484,B,20121,901,,11,37,40
Upperridge,CT,H,,,14201,14227,B,20121,925,,11,37,40
Woven Willow,LN,H,,,14249,14288,B,20121,901,,11,37,40
TRINITY,PKWY,H,,,5920,5920,E,20120,926,,11,37,37
Anne Marie,TER,H,,,6021,6033,B,20121,925,,11,37,40
ARTILLERY,CT,H,,,14300,14332,B,20121,901,,11,37,40
Asher,CT,H,,,6100,6115,B,20121,925,,11,37,40
BATTALION,ST,H,,,6200,6245,B,20121,901,,11,37,40
Beddingfield,CT,H,,,6101,6119,B,20121,925,,11,37,40
Beddingfield,WAY,H,,,14200,14239,B,20121,925,,11,37,40
BELLA,DR,H,,,6201,6227,B,20121,901,,11,37,40
BELT BUCKLE,CT,H,,,14201,14227,B,20121,901,,11,37,40
BRASS BUTTON,CT,H,,,6400,6431,B,20121,901,,11,37,40
Brushwood,WAY,H,,,14291,14313,O,20121,901,,11,37,40
CANTEEN,CT,H,,,14201,14229,B,20121,901,,11,37,40
CIDER BARREL,CIR,H,,,6300,6343,B,20121,901,,11,37,40
CIDER HOUSE,LN,H,,,14452,14476,B,20121,901,,11,37,40
CLAY PIPE,CT,H,,,6241,6294,B,20121,901,,11,37,40
CLIMBING ROSE,WAY,H,,,14301,14325,B,20121,901,,11,37,40
DRILL FIELD,CT,H,,,6300,6325,B,20121,901,,11,37,40
EAGLE BUTTON,CT,H,,,14200,14224,B,20121,901,,11,37,40
Flag Staff,CT,H,,,14500,14520,B,20121,901,,11,37,40
FORT,DR,H,,,5848,5884,B,20121,918,,11,37,40
FORT,DR,H,,,5920,5920,E,20121,925,,10,37,40
FORT,DR,H,,,5925,5941,O,20121,925,,10,37,40
GLADE SPRING,DR,H,,,14200,14302,B,20121,901,,11,37,40
HAVERSACK,RD,H,,,6500,6522,B,20121,901,,11,37,40
Honnicut,DR,H,,,6000,6026,B,20121,925,,11,37,40
INSIGNIA,CT,H,,,6500,6523,B,20121,901,,11,37,40
Jenlar,DR,H,,,6100,6114,B,20121,925,,11,37,40
KNAPSACK,LN,H,,,6401,6427,B,20121,901,,11,37,40
LA PETITE,PL,H,,,6437,6480,B,20121,919,,11,37,40
LAURA RATCLIFF,CT,H,,,13801,13901,B,20121,919,,11,37,40
Machen,RD,H,,,6010,6038,E,20121,901,,11,37,40
MEADOW GLADE,LN,H,,,6300,6320,B,20121,901,,11,37,40
OVERCOAT,LN,H,,,6400,6430,B,20121,901,,11,37,40
PAPILION,WAY,H,,,14301,14348,B,20121,901,,11,37,40
RIDGE POND,RD,H,,,6200,6244,B,20121,901,,11,37,40
ROSEBUD,LN,H,,,6000,6015,B,20121,901,,11,37,40
